danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,ID,duration_ms,time_signature,genre,song_name
0.443,0.706,4,-6.9,0,0.388,0.112,0.00077,0.324,0.258,179.291,audio_features,2L5R5nruXzIwXJhoF8zSt8,178667,3,Underground Rap,Buried Alive
0.754,0.599,10,-8.223,1,0.346,0.058,0.0,0.211,0.469,123.946,audio_features,1BuufKSrKIzqYr2Kju2M8e,108942,4,Trap Metal,WhoDat
0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,202.03,audio_features,4m0q0xQ2BNl9SCAGKyfiGZ,347526,4,RnB,Somebody Else
0.62,0.613,0,-5.83,1,0.0795,0.0607,0.0,0.117,0.483,82.43,audio_features,1GIYmwtBbPSHrqcSaukZck,232733,4,Rap,Heat (feat. Gunna)
0.64,0.925,9,-2.948,0,0.148,0.364,0.0,0.157,0.737,170.232,audio_features,4KwHLWYcVk0Raa5fzpa35p,186238,4,Underground Rap,Get Em Up
0.659,0.465,1,-10.777,1,0.0835,0.165,0.0306,0.329,0.146,124.964,audio_features,02omfA4OgSJosjaowWICig,173663,4,Underground Rap,Muramasa
0.64,0.743,2,-6.411,1,0.224,0.00488,1.9e-05,0.193,0.33,190.18,audio_features,7KgjOknEu6uJZbTJzoM76u,202093,4,Hiphop,Owna Block
0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,179.908,audio_features,40rvBMQizxkIqnjPdEWY1v,279213,4,Emo,Down with the Sickness
0.728,0.566,11,-10.498,0,0.0383,0.000199,0.877,0.559,0.313,125.03,audio_features,2YN9oFNQddFjYlU1RPqOoC,199690,4,Dark Trap,Opal
0.559,0.578,8,-9.54,1,0.151,0.79,0.000522,0.324,0.239,159.876,audio_features,4k2ix82xyGax7S8u6ODb6B,320720,4,Hiphop,Boredom (feat. Rex Orange County & Anna of the North)
0.508,0.526,11,-9.03,0,0.0628,0.043,0.0,0.0673,0.204,131.796,audio_features,1W4iTlAKVEbhw3nH71c6zO,152323,4,Underground Rap,Bitter
0.666,0.711,10,-6.075,0,0.298,0.626,2.47e-05,0.127,0.652,164.023,audio_features,7yWPBTrbUO3VmIsD6hLhGf,166000,4,Underground Rap,Mansion
0.596,0.859,4,-9.082,0,0.0518,0.00126,0.823,0.104,0.229,180.004,audio_features,3kAxkBZMDjCLqjaws1NHrA,181837,4,Dark Trap,Wasteland of Things I Wish I Knew
0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,audio_features,3LnOF5n1GOs01siYZXzS3p,209269,4,Rap,Drowning (feat. Kodak Black)
0.852,0.721,3,-7.4,0,0.0751,0.354,0.000645,0.11,0.803,136.07,audio_features,1LpFxoC3TDeUSjU2qp3Iu1,140187,4,Dark Trap,Dirt
0.814,0.819,1,-9.518,1,0.338,0.126,0.00015,0.573,0.537,199.97,audio_features,0VvjVlceUyNxzxoXSClamg,144000,4,Dark Trap,Smackdown (feat. TOKYO'S REVENGE)
0.442,0.6,2,-9.087,1,0.357,0.266,0.0,0.31,0.725,164.924,audio_features,5AnVuHLmgipXkFmBvj2Q6H,213320,1,Hiphop,Colossus
0.791,0.735,5,-4.764,0,0.16,0.0427,0.0,0.134,0.497,144.985,audio_features,2Am26UXisQ91vBLYdqd7Pa,211853,4,Dark Trap,Underdog (Lil Baby & Gunna)
0.812,0.655,1,-6.983,1,0.304,0.0752,0.0,0.323,0.452,110.004,audio_features,0QGimLMbegw2SME1VRtShh,104721,4,Underground Rap,Me Too
0.409,0.697,1,-7.492,1,0.048,0.0205,0.902,0.0987,0.1,123.677,audio_features,1fcDAhdFAqyQahv0O3DR5U,210732,4,Dark Trap,Aura
0.703,0.546,10,-6.892,0,0.119,0.616,0.000156,0.0903,0.395,145.016,audio_features,0PnnoqDD7Vj2udjh6S5Py9,145653,4,Underground Rap,Predator
0.427,0.395,8,-15.006,0,0.0367,0.562,0.695,0.113,0.0931,120.092,audio_features,19RI9yFu8AJKD8kjw9N9D9,150088,3,Trap Metal,Body Bag
0.757,0.862,2,-3.519,1,0.0695,0.114,0.000192,0.285,0.823,198.042,audio_features,2cGJxXXIBrxMhk2fWUJTLs,233173,4,Hiphop,Ooh Ahh (My Life Be Like) (feat. Toby Mac)
0.548,0.682,9,-7.793,0,0.261,0.0281,1.2e-05,0.157,0.418,188.7,audio_features,2gGUJE8gmUaKzfzJNXBaGE,192000,4,Underground Rap,151
0.64,0.548,7,-6.965,1,0.147,0.543,3.1e-06,0.303,0.181,148.077,audio_features,6gtNiLJNLBcV0P6Juenstp,212495,4,Underground Rap,Biking (Solo)
0.846,0.452,10,-12.64,0,0.0399,0.344,0.000895,0.103,0.0957,111.008,audio_features,4iPHpKPlTvBxL4AW3dZL9d,174216,4,Underground Rap,IAmTheOneHidingUnderYourBed
0.924,0.787,11,-3.611,0,0.0526,0.0366,0.00047,0.09,0.592,123.017,audio_features,1nBav5NMdJAERVDDEtQxYK,242133,4,RnB,Just Fine
0.69,0.561,0,-10.564,1,0.149,0.179,0.00146,0.688,0.239,199.204,audio_features,0zCciubh77W8fS6YnZf9Kb,154623,4,Underground Rap,666problems
0.69,0.729,11,-5.819,0,0.221,1.7e-05,0.0431,0.152,0.357,182.752,audio_features,2CPturRUlpvirYr7VpkXCV,202107,4,Hiphop,It Ain't Hard to Tell
0.775,0.823,5,-4.941,0,0.0635,0.0881,0.0,0.309,0.65,120.059,audio_features,1fPnUpoXCpD2NDI4vPVeLw,174848,4,Underground Rap,Stupid Again
0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49e-05,0.206,0.722,196.036,audio_features,2oxtQ84p1j5GmyzmD50Lq0,236213,4,Pop,Rich Girl
0.471,0.411,0,-9.5,1,0.295,0.81,0.0,0.135,0.363,178.968,audio_features,3PAptX72PPmjj1Igms0zjo,211227,1,RnB,Triggered (freestyle)
0.412,0.326,2,-11.826,0,0.066,0.0444,0.000234,0.0932,0.0383,122.701,audio_features,5b21ISjRaMxvSmJoktum6G,97411,4,Dark Trap,"""Enough."""
0.607,0.431,1,-9.077,0,0.205,0.215,0.000503,0.126,0.0885,145.869,audio_features,0XVs3503u3CZ4k6xobVEHP,145613,4,Dark Trap,FALL IN LOVE
0.507,0.954,1,-4.102,1,0.0537,0.00113,0.0,0.106,0.256,108.018,audio_features,56baab14qPpWQDgJAz8Yql,222813,4,Emo,Worth A Thousand Words
0.726,0.414,9,-12.296,0,0.269,0.406,0.0,0.0713,0.47,150.009,audio_features,32ypPhtgTaETvFn3ZIHXTW,179252,4,Underground Rap,Fade Away
0.797,0.61,10,-6.626,1,0.148,0.376,0.0,0.105,0.465,140.074,audio_features,5jEySVOrEiu9UCOdTy01Ls,138347,4,Underground Rap,Harder Than Ever (feat. Jay Gwuapo & KJ Balla
0.714,0.482,5,-9.86,0,0.0341,0.024,0.468,0.211,0.972,166.387,audio_features,25zeBhNc1wu8ELK3BReDlk,127184,4,Hiphop,LoveKills!!!
0.862,0.679,1,-10.182,1,0.387,0.0474,1.35e-05,0.579,0.276,140.064,audio_features,6hIt1kOWpaTMubNyEOUxUY,159683,4,Trap Metal,Upgrade 08
0.723,0.459,11,-10.259,1,0.239,0.00096,0.0,0.11,0.313,139.972,audio_features,3Bo3lNVQTtZYMCoItX8dKW,197143,4,Dark Trap,P.S Fuck You Cunt (feat. Lil Peep)
0.673,0.434,7,-9.579,0,0.0353,0.189,0.455,0.351,0.771,190.084,audio_features,5w2zI2TnxiP4DMcsA0P30M,240000,4,Hiphop,Spell on You
0.75,0.663,4,-5.259,1,0.174,0.0564,0.0,0.0583,0.374,180.041,audio_features,6eF9HLVa6k163wJyHjbN4V,170658,4,Underground Rap,Still Wiz
0.37,0.663,6,-8.216,0,0.208,0.372,0.162,0.428,0.733,163.478,audio_features,2SDwSIKuqIuKUMolXTlaoC,206173,4,Hiphop,Sweet Nothings
0.447,0.848,2,-6.175,1,0.222,0.033,7.46e-05,0.65,0.485,172.253,audio_features,3ZlFUr0RBrUYYsmlcFvD0e,205200,4,Hiphop,Paper Planes
0.734,0.632,4,-4.693,0,0.0321,0.0224,0.000547,0.115,0.191,140.056,audio_features,0kvcPiQRHpwC55CmI9CUzr,240240,4,Dark Trap,Belgium
0.373,0.952,6,-1.555,1,0.23,0.141,0.0,0.565,0.172,159.696,audio_features,11aW1p2geYLr0yumSyYoBy,168087,4,Trap Metal,Depth Strida
0.649,0.2,2,-19.41,1,0.0507,0.839,0.000306,0.206,0.866,150.043,audio_features,5zDPkwHEID3BErCrgPbBOw,160325,4,Dark Trap,Storyboard for a Pessimist
0.563,0.431,11,-8.978,0,0.029,0.00595,0.0404,0.0984,0.101,129.959,audio_features,1cYT4Llp4zCZRNMFItjrDo,299572,4,Dark Trap,Things I Learned in a Car Crash
0.648,0.712,8,-4.866,0,0.0667,0.667,0.0,0.106,0.408,145.103,audio_features,5qOCtEwyZIscDFeAvRxXOZ,105927,4,Dark Trap,Glisten
0.724,0.627,6,-7.898,0,0.0928,0.000372,2.5e-05,0.109,0.424,159.935,audio_features,2mp8RoIzFCTjQ2MVgFxK8s,120625,4,Underground Rap,BLÜDHAVEN
0.591,0.538,11,-7.02,1,0.0315,0.489,4.27e-06,0.112,0.194,130.083,audio_features,3vBimmZF23lPapnZ1POS4z,151387,4,Dark Trap,Silent Romantic
0.721,0.949,1,0.402,1,0.31,0.181,0.0,0.646,0.705,155.015,audio_features,10hKTZyq2N6iSULhpZXrDd,153127,4,Underground Rap,BALD! REMIX
0.672,0.718,1,-9.08,1,0.112,0.00148,0.1,0.134,0.216,120.065,audio_features,1XGDdmf09noqYHYhcBYwZL,264072,4,Dark Trap,Drop Dead Kill
0.828,0.642,2,-5.16,0,0.3,0.0938,0.0,0.108,0.104,179.944,audio_features,6dIMYXE0iAoXfjQGU1aFdy,117320,4,Underground Rap,SCREAMING AT THE RAIN
0.639,0.719,2,-5.277,1,0.252,0.108,0.00416,0.284,0.289,129.863,audio_features,0SGaEXTKAj7IU3BHL6fquC,158769,4,Underground Rap,Blade Runner
0.649,0.493,11,-7.645,0,0.11,0.586,0.000167,0.0667,0.277,209.084,audio_features,23c9gmiiv7RCu7twft0Mym,231964,4,RnB,Who Hurt You?
0.78,0.433,1,-10.972,1,0.263,0.00638,2.26e-06,0.175,0.434,196.114,audio_features,5KnorNeZ8tSEJgXTkrH4zS,107762,4,Dark Trap,111
0.498,0.803,1,-5.252,0,0.0385,0.0623,0.000105,0.184,0.276,145.083,audio_features,7xq07iw3I0ULUE8H7yLaCh,167159,4,Underground Rap,Motorola
0.905,0.495,1,-9.427,0,0.325,0.127,0.0,0.159,0.571,196.02,audio_features,3PDz0wXaNmoDIZVGyXwzeV,121046,4,Underground Rap,Dont Panic
0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,audio_features,6u7jPi22kF8CTQ3rb9DHE7,157067,4,Pop,Old Town Road (feat. Billy Ray Cyrus) - Remix
0.639,0.312,0,-9.902,1,0.0301,0.774,0.469,0.0857,0.347,103.369,audio_features,57nOpVSc3j9o03Cr928ZM4,150769,4,Rap,what are you so afraid of
0.709,0.658,7,-5.788,1,0.0563,0.0117,0.0,0.573,0.217,138.971,audio_features,0koJEtD8qW4AmQErFG8xMs,200373,4,Underground Rap,Tryna' Tryna'
0.796,0.508,7,-9.663,1,0.269,0.0909,0.0465,0.139,0.396,138.848,audio_features,0Ocq15SlAlELwbQfsVd7a3,169196,4,Underground Rap,The Khonsu Project Reference
0.485,0.43,1,-5.417,1,0.0306,0.771,0.0,0.115,0.408,143.771,audio_features,4bwQ18YIUEOMagsoOKbTbZ,180182,4,Dark Trap,RASCAL
0.599,0.431,2,-8.039,0,0.0413,0.416,0.0,0.104,0.387,167.368,audio_features,6eipQrmTw1N3nUfgLlEa2R,233493,4,RnB,Nobody Else
0.629,0.713,1,-5.759,1,0.124,0.00699,0.0,0.912,0.0693,110.017,audio_features,1AFdKcCDo99X928nI8stNo,197068,4,Trap Metal,Cake (feat. WOLF & Aaron Barcode)
0.835,0.441,10,-10.951,0,0.171,0.271,0.0,0.13,0.422,130.071,audio_features,0AMpAGXlIMFaCEEiIKZOeS,122671,4,Underground Rap,Big Wulf
0.706,0.448,2,-12.622,0,0.266,0.649,0.0,0.0565,0.185,173.952,audio_features,57qPGsMySDQJSeFQdrtsSi,204187,4,Dark Trap,Tonight
0.799,0.843,8,-4.542,1,0.0937,0.0419,0.848,0.298,0.923,130.02,audio_features,3cZ4QbpnDmVwzGhVCKd3Ka,103732,4,Underground Rap,Catch Thirtythree
0.515,0.768,10,-5.547,0,0.312,0.223,0.0,0.172,0.921,174.59,audio_features,6WQaS4fUFQFzvUMqqDRJBn,293669,4,Hiphop,Shake Ya Tailfeather
0.765,0.81,11,-1.384,0,0.193,0.253,0.0,0.0858,0.913,176.052,audio_features,4D9w3NpuwEt5IKhEMftn7M,240800,4,Hiphop,Poppin' Them Thangs
0.734,0.774,5,-7.6,1,0.269,0.709,0.2,0.216,0.22,139.033,audio_features,7kSSp67WjV514J9jryYBD4,155422,4,Trap Metal,Coup De Crosse
0.844,0.709,4,-1.322,0,0.0544,0.304,0.0,0.517,0.101,109.959,audio_features,3xnbJVx4QqsOYip8Cn6OrN,233273,4,Underground Rap,Crunch Time
0.68,0.641,10,-5.093,0,0.213,0.0121,0.0,0.142,0.157,189.96,audio_features,559Arq5vrjAS9XKDTlAEmE,207536,4,Underground Rap,Run It Back (feat. 03 Greedo)
0.67,0.563,11,-6.749,1,0.355,0.0551,0.0,0.066,0.685,145.753,audio_features,4aPTrOPzmdOF2Qmhhcr07p,316360,4,Hiphop,Doobie Ashtray
0.615,0.902,1,-2.821,1,0.508,0.374,0.0,0.118,0.775,118.013,audio_features,6YSSwMdps4VRdl2PJ0Jc7f,179795,3,Rap,Put You On (feat. A Boogie Wit da Hoodie)
0.835,0.819,3,-4.322,0,0.245,0.041,3.89e-06,0.323,0.712,189.934,audio_features,5Q3fYF0IZWJZeAScZJzQKW,220267,4,Hiphop,That's What It Is
0.897,0.466,10,-9.053,0,0.203,0.187,1.35e-06,0.0757,0.884,200.02,audio_features,6IFOw9Ck9mWHRQgw6QrPYx,223133,4,Hiphop,Music
0.928,0.545,1,-7.992,1,0.141,0.0179,0.0,0.0872,0.317,195.958,audio_features,1cMMa7Y8G1hb8JK6jD8iL9,161125,4,Underground Rap,Canoga Park
0.612,0.437,7,-8.133,0,0.0374,0.232,0.0,0.0769,0.132,113.076,audio_features,2E9qICeVmhNZPvSWeX8OzJ,176446,4,RnB,Not Ready To Go
0.323,0.837,11,-5.301,1,0.0907,6.19e-05,3.8e-05,0.679,0.132,201.044,audio_features,1bStjB0sHQs5frviAFOL0N,105447,4,Trap Metal,Amnesia
0.436,0.893,9,-4.18,0,0.0556,0.000362,0.0,0.103,0.0794,124.113,audio_features,5rLi8B8qgk6qThwRnKHW2P,226680,4,Emo,The Ballad of Mona Lisa
0.711,0.643,5,-5.385,0,0.337,0.0789,0.0,0.13,0.524,175.837,audio_features,0qrn5N2vYtUrQx1mQnLX3x,174650,4,Underground Rap,Shots at the Bar
0.713,0.423,9,-10.816,1,0.137,0.453,0.0,0.0998,0.32,154.977,audio_features,0hlrrw1eOKlOi3rNf0c3tA,150129,4,Underground Rap,Sick of You
0.705,0.589,9,-10.891,1,0.244,0.921,4.75e-05,0.292,0.662,136.994,audio_features,6COMTZYVZ9OuIaJgWJGJcu,183384,4,Underground Rap,Bones
0.726,0.594,8,-6.361,1,0.0404,0.011,0.00329,0.206,0.527,178.292,audio_features,6xIVe3DL2YDoAoQtSUOLyM,264747,4,Hiphop,My World
0.621,0.892,1,-1.941,1,0.101,0.0971,0.0,0.186,0.139,133.103,audio_features,0qcrvU13fWzzSudxfIx0Jv,129933,4,Trap Metal,BREAK YOUR FUCKING NECK IN THE MOSH
0.715,0.468,2,-7.664,0,0.147,0.0994,0.0,0.125,0.673,194.902,audio_features,7L3YDa0Fd8pmzpAyu6EKOS,236373,3,Rap,Fragile
0.8,0.676,1,-5.631,1,0.287,0.0762,0.0,0.119,0.421,141.089,audio_features,7MxWrgJmuEBOtEvqpo5iki,218000,4,Underground Rap,I Am What I Am (feat. Fivio Foreign)
0.525,0.473,3,-12.654,1,0.046,0.351,0.0,0.476,0.233,193.774,audio_features,0U08ur5KbLI9irrq9SRMdK,248189,4,Hiphop,Crybaby (Freestyle)
0.662,0.736,7,-6.511,1,0.0374,0.00274,0.000844,0.0464,0.674,208.006,audio_features,5ybJm6GczjQOgTqmJ0BomP,232120,4,Pop,22
0.737,0.63,1,-5.175,1,0.31,0.0133,0.0,0.113,0.652,155.062,audio_features,7dISmnJVVYY6AtpWO3HT1S,111909,1,Underground Rap,Balmain BAG
0.721,0.568,0,-11.295,1,0.414,0.0452,0.212,0.128,0.109,144.915,audio_features,6fsypiJHyWmeINsOLC1cos,112511,4,Dark Trap,Gatteka
0.93,0.571,11,-2.874,0,0.355,0.0176,0.0,0.0456,0.871,190.054,audio_features,2RsXDjlhJd8sylorcY4r0o,300234,4,Hiphop,Put It On Me
0.883,0.571,9,-5.321,1,0.291,0.134,0.0,0.0664,0.633,184.87,audio_features,6Ns0YoIaWcazQnNyMtjuTg,140125,4,Dark Trap,Stress Is a Killa
0.666,0.35,1,-14.523,0,0.0663,0.0355,7.21e-05,0.0868,0.149,159.986,audio_features,5pUriZdv6M4ZhqxcwY7EJI,144274,4,Underground Rap,Heart
0.659,0.614,9,-7.32,0,0.0541,0.000404,0.0,0.123,0.26,119.405,audio_features,0AICBlLzFCTpUqmAbtzB2z,143969,4,Dark Trap,Love Scars
0.831,0.47,1,-7.48,0,0.425,0.0371,0.0,0.144,0.339,150.948,audio_features,72UCHNyJcymw81x0AKevho,242307,4,Underground Rap,Skateboard P (feat. Big Sean)
0.424,0.822,7,-5.755,0,0.0452,0.000575,1.18e-06,0.178,0.42,148.056,audio_features,2kf5vy8gMEPMetktggmwDj,130543,4,Trap Metal,HELLBOY
0.811,0.421,0,-10.958,1,0.0548,0.0274,0.975,0.11,0.16,131.98,audio_features,2C48IY0QBU5P5Ub58x9VVa,116364,4,Dark Trap,Extendo
0.677,0.682,9,-6.879,1,0.0361,0.0405,0.0,0.0351,0.875,212.558,audio_features,0BBOLOV5JntPL3341swIre,192107,4,RnB,Turn Me On
0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,audio_features,3fjmSxt0PskST13CSdBUFx,213933,4,Emo,Somewhere I Belong
0.769,0.156,11,-10.7,0,0.035,0.585,0.015,0.102,0.527,211.9,audio_features,2H3wWrnO758y0fPH7Ilerg,144733,4,Dark Trap,Depression & Obsession
0.535,0.489,10,-9.382,0,0.193,0.542,0.0,0.106,0.276,114.037,audio_features,3JOOLOLLZZC8oIdlResRJA,225609,4,Hiphop,Inconsiderate
0.433,0.232,3,-17.891,0,0.0535,0.83,0.926,0.0952,0.0579,138.361,audio_features,2N3of4OMUFxYB3gKAAPPjF,281147,4,Dark Trap,The Future We Used To Have
0.629,0.723,10,-5.553,0,0.333,0.0775,0.0,0.0513,0.839,197.318,audio_features,1LcbZd2jYgxL0H1LUBr0c9,185667,4,Hiphop,ANGELZ
0.859,0.599,9,-5.254,1,0.0614,0.000362,8.2e-06,0.13,0.319,140.005,audio_features,20FZrLl9zSbO9b3DhaqO6M,252520,4,Hiphop,23
0.747,0.557,1,-8.971,0,0.069,0.369,3.53e-05,0.103,0.552,149.965,audio_features,4JRe23RYB0fN3rkYj1Uqm2,195200,4,Dark Trap,12
0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,191.598,audio_features,2VxeLyX666F8uXCJ0dZF8B,215733,4,Emo,Shallow
0.786,0.708,11,-4.209,1,0.326,0.0192,0.00394,0.498,0.373,145.941,audio_features,4rmgNL6vekBgxzzYjynJ0w,120930,4,Dark Trap,Jesus Wept
0.677,0.831,11,-4.035,0,0.0328,6.21e-05,0.0502,0.0608,0.393,117.012,audio_features,7J1tb7lzCdly5bbh4uehMD,233846,4,Dark Trap,Sidewalks
0.38,0.908,2,-6.425,0,0.193,0.0295,0.0,0.101,0.0974,195.226,audio_features,6p4jnIWFWyLz0zUo2RD9iu,280867,4,Emo,"Baby, You Wouldn't Last A Minute On The Creek"
0.751,0.472,8,-6.979,1,0.247,0.0389,0.0,0.157,0.156,155.236,audio_features,0wXDkdptCVhhDsLDGAhAOS,161160,4,Underground Rap,Caribbean
0.42,0.921,4,-4.263,0,0.115,0.022,0.0121,0.665,0.253,145.041,audio_features,7FyKiJGLs0HD2axc2jtMuA,324467,4,Dark Trap,Believe That You Can
0.398,0.59,1,-9.544,0,0.0487,0.01,0.921,0.0941,0.0798,120.738,audio_features,3B77mFfkX5TyyXCtvWRIBe,120010,4,Dark Trap,Thoughts
0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,audio_features,4omisSlTk6Dsq2iQD7MA07,204000,4,Emo,Sk8er Boi
0.851,0.854,4,-3.879,1,0.111,0.0122,0.0,0.107,0.496,123.999,audio_features,4JjIR4JpCjSChBlQ0sm2iz,187376,4,Underground Rap,Sex With Angels and Demons (feat. Pouya)
0.419,0.607,11,-5.761,1,0.0441,0.0525,0.285,0.0636,0.158,125.007,audio_features,43b2Znw2C36mKrd1D8DrqI,215525,4,Dark Trap,Abiogenesis
0.882,0.52,4,-10.899,0,0.315,0.0589,0.0,0.313,0.447,193.692,audio_features,1shRBEykFXAQFgnAF02nZ7,223533,4,Hiphop,Ninety Nine (Flash the Message)
0.745,0.696,10,-5.87,0,0.0622,0.0113,0.0102,0.0746,0.433,130.071,audio_features,4N65Fb1pu9VPi5HkANjItN,177250,4,Dark Trap,Feds Hit the Spot
0.254,0.688,8,-6.684,0,0.0595,0.0341,0.309,0.131,0.0356,220.148,audio_features,0SLtzHK1NSiXDnqjufVRN3,198862,4,Dark Trap,Forever
0.638,0.526,7,-8.401,1,0.131,0.275,0.0,0.462,0.301,139.054,audio_features,4v1P7JCjehbg5TmLQo2mFy,219712,4,Underground Rap,7AM
0.572,0.572,6,-8.324,1,0.3,0.254,0.0,0.191,0.61,189.794,audio_features,5203pcq3cNteJuOVhIEnt6,207187,4,RnB,So Sick
0.642,0.679,6,-7.948,1,0.226,0.493,8.23e-05,0.185,0.503,149.972,audio_features,5djAzP73Cp9D0lNE7dpDii,136998,4,Underground Rap,Harvest Moon
0.632,0.792,1,-6.644,1,0.0864,0.0207,0.0,0.666,0.539,155.084,audio_features,0pA0rcw7ci5X5XHrnBpkdn,204387,4,Underground Rap,BIRDZ FEAT. RICK ROSS
0.888,0.515,1,-6.246,1,0.271,0.247,0.0,0.446,0.264,141.009,audio_features,5S1IUPueD0xE0vj4zU3nSf,225893,4,RnB,Bigger Than You (feat. Drake & Quavo)
0.868,0.626,1,-6.474,0,0.143,0.291,0.0,0.075,0.421,202.002,audio_features,4rGTobl1lh2sUGVEI0N4nI,142602,4,Underground Rap,LA Life
0.596,0.577,0,-6.46,0,0.466,0.765,0.0,0.111,0.504,157.752,audio_features,4RskOlorE7F9Lj6BFgFIhi,311795,4,Hiphop,These Words Are Everything
0.664,0.351,0,-12.136,1,0.118,0.226,2.38e-06,0.106,0.816,113.204,audio_features,4V2F0DZrAXOWq9hkwMMG3x,254147,5,Hiphop,Lost Without U
0.376,0.761,1,-9.321,1,0.0577,0.0339,0.822,0.381,0.0376,112.501,audio_features,7Hyfsn5fatmfcbuD3npzT4,201639,3,Dark Trap,Wasteoftime
0.686,0.526,6,-8.026,0,0.242,0.0291,0.0,0.0789,0.819,167.532,audio_features,6yWRPDNiZbkYFB3k6IFDYG,215827,4,RnB,Feelin' You
0.67,0.837,0,-2.7,1,0.433,0.1,0.0,0.375,0.614,150.992,audio_features,71SbmXsy5H0bqxJAVBcfsG,153378,4,Underground Rap,Sk8board P
0.28,0.661,5,-11.386,0,0.433,0.0919,0.00407,0.273,0.152,119.918,audio_features,6nchotgM3CeVbVqBVkKn5Z,164156,4,Trap Metal,"AndBackTheyCame - (Kel Killuminati, Skrilla, Kamiyada) [prod. The Virus & Antidote]"
0.881,0.742,0,-3.736,1,0.0535,0.14,2.49e-06,0.156,0.432,116.997,audio_features,0mnVrUP1TAoO223C0N2NYI,184782,4,Dark Trap,Trap (feat. Lil Baby)
0.522,0.428,11,-11.332,0,0.143,0.235,2.35e-06,0.278,0.399,129.829,audio_features,1gGsNNUfvVMOv4llVMg8Vg,221538,4,Underground Rap,Ps & Qs
0.682,0.629,6,-6.073,1,0.0252,0.143,0.0,0.0881,0.227,116.916,audio_features,53cv8cTo1YQizuC1egNuBE,188676,4,Dark Trap,Autumn Collection
0.959,0.6,1,-7.886,1,0.452,0.127,0.0,0.121,0.407,118.022,audio_features,0FMdT0naJjOlaqz4CeNQGY,134788,4,Underground Rap,High School Dropout
0.667,0.734,1,-5.171,1,0.22,0.146,0.00473,0.095,0.169,135.891,audio_features,4bMzfUQg6LreG8BQDazQy7,142975,4,Dark Trap,YOU HUMANS MAKE ME SICK
0.786,0.511,7,-6.66,1,0.286,0.0825,0.0,0.12,0.587,160.0,audio_features,5hF2LnbkpnXCkksMSeWcxZ,234133,4,RnB,Pullin' Me Back
0.827,0.531,10,-4.578,1,0.304,0.463,0.00286,0.0935,0.429,172.087,audio_features,6CMbUzuIXxwO17DYlF3w4H,123006,4,Underground Rap,Note to Self
0.186,0.764,1,-5.758,0,0.0602,0.00167,0.837,0.165,0.0354,150.02,audio_features,7gi50uUSLU9KrfVsPiOhhL,246400,4,Dark Trap,idontwannawakeup
0.912,0.721,1,-6.456,0,0.266,0.0689,0.00148,0.12,0.444,192.278,audio_features,3bOvAqhaZNSWpGVIvHEx8B,319400,4,Hiphop,Everyday Struggle - 2005 Remaster
0.519,0.821,1,-3.171,1,0.0738,0.000351,0.0,0.361,0.284,140.971,audio_features,5En0gXQk01BaWoT4q2oVbe,226187,4,Rap,Rap Niggas
0.516,0.649,6,-4.307,0,0.194,0.591,1.77e-05,0.192,0.354,150.068,audio_features,75bfH2B3aSMK6Z2ISCKG6B,204800,3,Dark Trap,Taurine
0.506,0.917,8,-5.759,1,0.034,0.000124,0.914,0.0811,0.0928,130.025,audio_features,7DleNI8zar5Ff3434lORXG,214230,4,Dark Trap,Luminoscity
0.415,0.781,1,-6.947,1,0.0357,0.00401,0.0,0.126,0.261,142.966,audio_features,5xyACR2lzIyzFepF4qlAas,215400,4,Emo,Not Meant to Be
0.491,0.702,0,-6.909,1,0.109,0.302,0.841,0.0579,0.334,151.159,audio_features,2FhGitc3KC7g8VBQDzKW6E,308152,4,Dark Trap,Try Me
0.838,0.43,1,-5.868,1,0.281,0.0498,1.59e-05,0.0977,0.126,126.981,audio_features,0WCbhE2evMrIwRM0DlMy9k,292910,4,Rap,Mixtape (feat. Young Thug & Lil Yachty)
0.622,0.81,9,-7.651,1,0.0368,0.0012,1.38e-06,0.0952,0.348,145.018,audio_features,1zv2RyQbPx0mlcYC0XlcR2,179815,4,Dark Trap,Gerard Way
0.568,0.835,8,-6.896,0,0.0687,0.0411,0.0,0.357,0.625,170.045,audio_features,6QfnvcOKsdN4Q6exUWVuzn,244480,4,Emo,Ohio Is for Lovers
0.66,0.456,5,-9.414,0,0.329,0.876,0.0,0.106,0.306,149.462,audio_features,466AejgNTcFIJht4mf8ybM,157303,4,Underground Rap,Alone As A Facetat
0.626,0.564,9,-7.096,1,0.0361,0.694,0.0,0.489,0.424,153.082,audio_features,00OnRCSuPdjuxzrqk8Umhj,237772,4,Hiphop,All The Things You're Searching For (feat. Kossisko & Ashley Benson)
